"hotel_id","hotel_name","city_name","grade","hotel_address","user_rating","review_count","property_type","actual_address","actual_city","actual_prefecture","actual_postal_code","actual_latitude","actual_longitude","actual_phone","actual_star_rating","supplier_hotel_code","rtx_code","agoda_code","expedia_code","top_selling_rank","source_last_mapped_at","actual_data_sources","data_origin"
"H0058","9h nine hours Hamamatsucho","Tokyo","3","1-25-10 Hamamatsucho","7.199999999999999","709","Ryokan","1-25-10 Hamamatsucho","Minato-ku","Tokyo","105-0013","35.6573697","139.7559136","81-3-6432-4256","1.5","","fUsq","9775328","41182262","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0059","9h nine hours Otemachi","Tokyo","4","Tokyo 이케부쿠로","7.3","806","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0060","9h nine hours woman","Tokyo","5","Tokyo 니혼바시","7.3999999999999995","903","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0061","AC Hotel by Marriott Tokyo Ginza","Tokyo","3","Tokyo 신주쿠","7.5","1000","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0062","ACE INN Asakusa","Tokyo","4","Tokyo 시부야","7.6","1097","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0063","Ace Inn Shinjuku","Tokyo","5","5 3 KATAMACHI,   TOKYO CITY","7.699999999999999","1194","Hotel","5 3 KATAMACHI,   TOKYO CITY","Tokyo","","","35.6925","139.725","+81333506655","","JPTYO00789","","","","","2025-04-30 10:53:50","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0064","ACUERUDO","Tokyo","3","Tokyo 아사쿠사","7.8","1291","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0065","Agora Place Asakusa","Tokyo","4","2-2-9, Kotobuki, Taito-ku, Tokyo, Japan","7.8999999999999995","1388","Hotel","2-2-9, Kotobuki, Taito-ku, Tokyo, Japan","Tokyo","","","35.70902102414587","139.7908796490738","81-3-3842-8421","","JPTYO01737","","","","","2025-11-17 18:15:22","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0066","Ai Ai House","Tokyo","5","Tokyo 롯폰기","8.0","1485","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0067","Ai Hotel Nihonbashi","Tokyo","3","Tokyo 오다이바","8.1","1582","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0068","AIM","Tokyo","4","Tokyo 시나가와","8.2","1679","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0069","aima","Tokyo","5","Tokyo 이케부쿠로","8.299999999999999","1776","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0070","air b&b","Tokyo","3","Tokyo 니혼바시","8.4","1873","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0071","Air bnb","Tokyo","4","Tokyo 신주쿠","8.5","1970","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0072","Airbnb","Tokyo","5","Tokyo 시부야","8.6","2067","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0073","airbnb Minami Mejiro","Tokyo","3","Tokyo 긴자·도쿄역","8.7","2164","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0074","Airbnb Oku","Tokyo","4","Tokyo 아사쿠사","8.799999999999999","2261","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0075","Airport Inn","Tokyo","5","Tokyo 우에노","8.9","2358","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0076","Aizuya-Inn","Tokyo","3","733 Shiobara","9.0","2455","Hotel","733 Shiobara","Nasushiobara","Tochigi","329-2921","36.970980710000006","139.8193826","81-287-32-2020","3.0","JPTYO00233","kvHa","161503","2946444","","2023-12-15 15:35:38","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0077","Akabane Plaza Hotel","Tokyo","4","1-9-12 Akabane Minami","9.1","2552","Ryokan","1-9-12 Akabane Minami","Kita-ku","Tokyo","115-0044","35.77771339","139.7224824","81-3-3903-0168","3.0","","kw68","","","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0078","Akasaka Tameike Tower","Tokyo","5","Tokyo 시나가와","9.2","2649","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0079","Akasaka Yoko Hotel","Tokyo","3","6-14-12 Akasaka","9.3","2746","Hotel","6-14-12 Akasaka","Minato-ku","Tokyo","107-0052","35.66946752","139.7331692","81-3-3586-4050","3.0","JPTYO00120","zqWR","65807","4349653","745","2025-11-17 18:15:22","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0080","Akatsuka International Guiest House","Tokyo","4","Tokyo 니혼바시","9.399999999999999","2843","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0081","Aki’s Place","Tokyo","5","Tokyo 신주쿠","9.5","2940","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0082","Akihabara Washington Hotel","Tokyo","3","1-8-3 Kandasakumacho","9.6","3037","Hotel","1-8-3 Kandasakumacho","Chiyoda-ku","Tokyo","101-0025","35.69729048000001","139.773798","81-3-3255-3311","3.5","JPTYO00180","rOXt","51488","1406688","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0083","Albida Hotel Aoyama","Tokyo","4","Tokyo 긴자·도쿄역","9.7","3134","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0084","almeria","Tokyo","5","Tokyo 아사쿠사","9.8","3231","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0085","Almond Hostel & Cafe","Tokyo","3","1-7 Motoyoyogicho","7.1","3328","Hotel","1-7 Motoyoyogicho","Shibuya-ku","Tokyo","151-0062","35.6699481","139.6875296","81-50-3628-5577","2.0","JPTYO01332","fy73","2266953","","","2025-07-18 16:18:10","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0086","Almont Hotel Nippori","Tokyo","4","5-47-1 Higashi Nippori","7.199999999999999","3425","Hotel","5-47-1 Higashi Nippori","Arakawa-ku","Tokyo","116-0014","35.73","139.77","81-3-5615-3431","2.5","JPTYO01366","2Vcp","22506683","","42","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0087","Aloft Tokyo Ginza","Tokyo","5","6-14-3 Ginza","7.3","3522","Hotel","6-14-3 Ginza","Chuo-ku","Tokyo","104-0061","35.66891539","139.7657203","81-3-6278-8122","3.0","JPTYO00787","uq4j","13873373","","","2026-07-20 17:50:53","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0088","AMAND HOTEL","Tokyo","3","Tokyo 시나가와","7.3999999999999995","3619","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0089","ANA Intercontinental Tokyo","Tokyo","4","1-12-33 Akasaka, Minato-ku, Tokyo, 107-0052, Japan","7.5","3716","Resort","1-12-33 Akasaka, Minato-ku, Tokyo, 107-0052, Japan","Tokyo","","","35.66811491051616","139.74100689262502","81-3-35051111","","JPTYO00031","","","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0090","And Hostel Asakusa Kappabashi","Tokyo","5","1-11-4 Matsugaya","7.6","3813","Hotel","1-11-4 Matsugaya","Taito-ku","Tokyo","111-0036","35.7121177","139.7878647","81-50-5444-6618","2.0","JPTAD00022","jkls","21947865","72041029","","2026-05-09 11:29:34","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0091","And Hostel Kuramae West","Tokyo","3","2-11-2 Misuji","7.699999999999999","3910","Hotel","2-11-2 Misuji","Taito-ku","","","35.705448496491236","139.78558444390782","81-3-5829-5813","","JPTAD00011","","","","","2025-07-16 18:15:14","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0092","ANdAZ","Tokyo","4","Tokyo 시부야","7.8","4007","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0093","Andon Ryokan","Tokyo","5","3-2-14 Higashimachi, Higashikawacho","7.8999999999999995","4104","Hotel","3-2-14 Higashimachi, Higashikawacho","Kamikawa-gun","Hokkaido","071-1423","43.694031","142.5153712","81-90-9510-4813","1.0","JPTYO00799","dNRd","","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0094","Anne Hostel Asakusabashi","Tokyo","3","2-21-14 Yanagibashi  Taito-ku","8.0","4201","Hotel","2-21-14 Yanagibashi  Taito-ku","Tokyo","","","35.69896653410551","139.78940119510654","04-2339233","","JPTYO01156","","","","","2025-09-22 15:23:38","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0095","Anne Hostel Yokozuna","Tokyo","4","Tokyo 우에노","8.1","4298","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0096","Anshin Oyado","Tokyo","5","Tokyo 롯폰기","8.2","4395","Ryokan","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0097","Anshin Oyado Shimbash","Tokyo","3","Tokyo 오다이바","8.299999999999999","4492","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0098","AOBADAI FORUM","Tokyo","4","1-5-8 Aobadai Aoba-ku","8.4","4589","Hotel","1-5-8 Aobadai Aoba-ku","Yokohama","Kanagawa","227-0062","35.54150668","139.5169871","81-45-985-2109","3.0","","npj7","","","1475","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0099","Aoki House","Tokyo","5","Tokyo 이케부쿠로","8.5","4686","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0100","APA Hotel","Tokyo","3","Tokyo 니혼바시","8.6","4783","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0101","APA hotel (Shinjuku Kabukicho Chuo)","Tokyo","4","2-26-5 Kabukicho","8.7","4880","Hotel","2-26-5 Kabukicho","Shinjuku-ku","Tokyo","160-0021","35.695832970000005","139.7028187","81-3-5286-7411","3.0","JPTYO00820","OqNL","6884002","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0102","APA Hotel & Resort (Tokyo Bay Makuhari)","Tokyo","5","2-3 Hibino, Mihama-ku","8.799999999999999","4977","Hotel","2-3 Hibino, Mihama-ku","Chiba","Chiba","261-0021","35.64","140.04","81-43-296-1111","3.5","JPCHB00001","gZ7d","240546","416765","1","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0103","APA Hotel ＆ Resort Yokohama Bay Tower","Tokyo","3","Tokyo 긴자·도쿄역","8.9","174","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0104","APA Hotel Asakusa Kuramae","Tokyo","4","2-4-6 Komagata","9.0","271","Hotel","2-4-6 Komagata","Taito-ku","Tokyo","111-0043","35.70598728000001","139.7942737","81-3-5806-2111","4.0","JPTYO00402","dFx8","266731","4352160","906","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0105","APA Hotel Asakusa Shin-Okachimachi Ekimae","Tokyo","5","1-6-11 Motoasakusa","9.1","368","Hotel","1-6-11 Motoasakusa","Taito-ku","Tokyo","111-0041","35.7076515","139.7822117","81-3-5830-5611","2.0","JPTAD00013","puep","31488562","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0106","APA Hotel Ginza Shintomicho Ekimae","Tokyo","3","2-5-10 Shintomi","9.2","465","Hotel","2-5-10 Shintomi","Chuo-ku","Tokyo","104-0041","35.671605","139.773834","81-3-3537-3211","4.0","","8jYk","462525","6251042","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0107","APA Hotel Ginza Shintomicho Ekimae Kita","Tokyo","4","1-12-11 Shintomi","9.3","562","Hotel","1-12-11 Shintomi","Chuo-ku","Tokyo","104-0041","35.67317725","139.774348","81-3-5117-2711","3.0","JPTYO00821","icsr","1275691","","","2025-05-27 11:02:25","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0108","APA Hotel Ginza-Kyobashi","Tokyo","5","3-6-7, Kyobashi, Chuo-ku, Tokyo, Japan","9.399999999999999","659","Hotel","3-6-7, Kyobashi, Chuo-ku, Tokyo, Japan","Tokyo","","","35.67519105731078","139.77058693981166","81-3-5159-5311","","JPTYO00403","","","","","2025-05-22 14:47:46","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
